tablescraper-selected-row,tablescraper-selected-row href,grey
"The #GospelOfTheDay (Mk 9:2-10) calls us to contemplate Jesus's transfiguration. It is an invitation to remember, especially when we pass through a difficult trial, that the Lord is Risen and does not permit darkness to have the last word.",https://twitter.com/Pontifex/status/1366002711980769280,"Feb 28, 2021"
"A year ago today the #RomeCall for Artificial Intelligence was signed and I hope that more and more people of goodwill will cooperate to promote the common good, protect the lasts and develop a shared algorethics.",https://twitter.com/Pontifex/status/1365964967170568193,"Feb 28, 2021"
"Through recollection and silent prayer, hope is given to us as interior light, illuminating the challenges and choices we face in our mission. Hence the need to pray and, in secret, to encounter the Father of tender love (Mt 6:6). #Lent",https://twitter.com/Pontifex/status/1365640323800555530,"Feb 27, 2021"
"During the Season of #Lent, the Holy Spirit drives us too, like Jesus, into the desert (Mk 1:12-15). It is not a physical place, but rather an existential dimension in which we can be silent and listen to the word of God, so that a true conversion might be effected in us.",https://twitter.com/Pontifex/status/1363505089500110849,"Feb 21, 2021"
"May the example of so many doctors and healthcare workers who have risked their life to the point of losing it due to the #pandemic move us to feeling truly grateful for how generously, and sometimes heroically, they carry out their profession.",https://twitter.com/Pontifex/status/1363118708755947521,"Feb 20, 2021"
"In this #LentenSeason, accepting and living the truth revealed in Christ means, first of all, opening our hearts to God’s word, which the Church passes on from generation to generation.",https://twitter.com/Pontifex/status/1363103609651658757,"Feb 20, 2021"
"Lord, Our God, grant that we Christians may live the Gospel, and recognize Christ in each human being, so as to see him crucified in the sufferings of the abandoned and forgotten of our world, and risen in each brother or sister who makes a new start. #WorldDayOfSocialJustice",https://twitter.com/Pontifex/status/1363073410276986881,"Feb 20, 2021"
"Fasting, prayer and almsgiving, as preached by Jesus (cf. Mt 6:1-18), enable and express our conversion. #Lent",https://twitter.com/Pontifex/status/1362741223195176963,"Feb 19, 2021"
#Lent is precisely the season of hope when we turn our gaze back to the God who is patient. Saint Paul passionately urges us to place our hope in reconciliation: “Be reconciled to God” (2 Cor 5:20).,https://twitter.com/Pontifex/status/1362378834197114884,"Feb 18, 2021"
"Let us return to the Holy Spirit, the Giver of Life, to the Fire that resurrects our #ashes. Let us pray once more to the Spirit and rediscover the fire of praise, which consumes the ashes of lamentation and resignation. #Lent",https://twitter.com/Pontifex/status/1362046646406758404,"Feb 17, 2021"
"Today we bow our heads to receive #ashes. #Lent is a humble descent both inwards and towards others. It is about realizing that salvation is not an ascent to glory, but a descent in love. It is about becoming little.",https://twitter.com/Pontifex/status/1362031545029038080,"Feb 17, 2021"
"We are now embarking on our #LentenJourney, which opens with the words of the prophet Joel. They point out the path we are to follow. We hear an invitation that arises from God: “Return to me with all your heart” (Joel 2:12). Lent is a journey of return to God.",https://twitter.com/Pontifex/status/1362016445161484291,"Feb 17, 2021"
"During this season of #conversion, let us renew our faith, draw from the “living water” of hope, and receive with open hearts the love of God, who makes us brothers and sisters in Christ. #Lent",https://twitter.com/Pontifex/status/1361948503853907971,"Feb 17, 2021"
"This haste, this everything right now, does not come from God. If we get worked up about the right now, we forget what remains forever: we follow the passing clouds and lose sight of the sky.",https://twitter.com/Pontifex/status/1361654059325739010,"Feb 16, 2021"
Let us pray together today in memory of twenty-one Coptic Martyrs: may they intercede for us all before the Father.,https://twitter.com/Pontifex/status/1361371774768791555,"Feb 15, 2021"
"To understand God's plan for our lives better, let us seek to strengthen our relationship with Him through #Prayer. Thus we will discover that God is a compassionate Father who always takes care of us.",https://twitter.com/Pontifex/status/1361291672013873158,"Feb 15, 2021"
"May the Lord inspire everyone to draw near to those who suffer, especially children, and to put the weakest in first place. I entrust the doctors and all sick children to the Virgin Mary so that with her mother affection she might look after them. #ICCDay",https://twitter.com/Pontifex/status/1361261471645249538,"Feb 15, 2021"
"We are created to love and through the conjugal union of a man and a woman, this vocation is lived reciprocally and in complete and definitive communion of life. On this memorial of St Valentine, I accompany engaged and married couples with my prayer.",https://twitter.com/Pontifex/status/1360967030262874116,"Feb 14, 2021"
"May the intercession of Saints Cyril and Methodius, evangelizers of the Slavic people, help us find new ways to communicate the Gospel and that the Christian churches grow in their desire to walk toward full unity while respecting differences.",https://twitter.com/Pontifex/status/1360948108268613632,"Feb 14, 2021"
"Each of us might experience wounds, failure, suffering, selfishness that make us close ourselves off from God and others. In the face of all this, Jesus draws near with compassion and touches our life to heal it. #GospelOfTheDay",https://twitter.com/Pontifex/status/1360914183382990852,"Feb 14, 2021"
#Radio has this beautiful trait: it carries the word to the most distant places #WorldRadioDay,https://twitter.com/Pontifex/status/1360566894592286725,"Feb 13, 2021"
"Those who put arms into the hands of children instead of food, books and toys commit a crime not only against the little ones, but against all of humanity. #ChildrenNotSoldiers",https://twitter.com/Pontifex/status/1360204506743545865,"Feb 12, 2021"
"On the #WorldDayOfTheSick special attention goes toward those who are ill and to those who assist them. I think especially of those who suffer the consequences of the #coronavirus pandemic. I express my nearness to everyone, especially to the poorest.",https://twitter.com/Pontifex/status/1359842117909176322,"Feb 11, 2021"
"Through the intercession of #OurLadyOfLourdes, patroness of the sick, let us ask the Lord to grant health of soul and body to all those who suffer due to illness and the current pandemic. May He give strength to those who assist them in this time of trial.",https://twitter.com/Pontifex/status/1359827020277026818,"Feb 11, 2021"
"I express my closeness to the victims of the calamity that happened in #India where part of a glacier separated itself provoking violent flooding that devastated two power plants. I pray for the workers who died, for their families and for all those who were wounded.",https://twitter.com/Pontifex/status/1359485747225632768,"Feb 10, 2021"
"The person who prays is like someone in love with the beloved in his or her heart wherever they go. So we can pray at any moment, and during what happens every day: on the street, in the office, on public transportation, through words and in the silence of our hearts. #Prayer",https://twitter.com/Pontifex/status/1359445443218976768,"Feb 10, 2021"
"All of us are responsible for the communications we make, for the information we share, for the control that we can exert over fake news by exposing it. All of us are to be witnesses of the truth. #SaferInternetDay",https://twitter.com/Pontifex/status/1359117345881395202,"Feb 09, 2021"
"#Fraternity is the true cure for the pandemic and the many evils that have affected us. Along with vaccines, fraternity and hope are, as it were, the medicine we need in today’s world.",https://twitter.com/Pontifex/status/1358830454770552832,"Feb 08, 2021"
